cities,neighborhoods,saleDates,addresses,helka,kinds,rooms,floors,sizes,prices,changes
אור עקיבא,אור עקיבא הותיקה,24.10.2007,הרב מלול יוסף 609,10622-88-2,קוטג' דו משפחתי,5, ,183,"120,900", 
אור עקיבא,אור עקיבא הותיקה,18.09.2007,הרב מלול יוסף 620,10622-70-1,קוטג' דו משפחתי,4, ,120,"266,000", 
אור עקיבא,אור עקיבא הותיקה,04.09.2007,חללי דקר 646,10646-197-22,דירה בבית קומות,3,ראשונה,76.20,"260,000", 
אור עקיבא,אור עקיבא הותיקה,30.08.2007, ,10622-140-1,קוטג' דו משפחתי,3,ראשונה,82,"575,000", 
אור עקיבא,אור עקיבא הותיקה,05.07.2007,בן יהודה 8,10622-119-1,קוטג' דו משפחתי,4, ,100,"356,150", 
אור עקיבא,אור עקיבא הותיקה,12.04.2007,בן יהודה 6,10622-117-1,קוטג' דו משפחתי,3.5, ,100,"758,000", 
אור עקיבא,אור עקיבא הותיקה,06.12.2006,הנשיא וייצמן 202,10622-178-13,דירה בבית קומות,3,קרקע,51.30,"256,000", 
אור עקיבא,אור עקיבא הותיקה,26.07.2006, ,10639-55-1,קוטג' דו משפחתי,4, ,70,"585,000", 
אור עקיבא,אור עקיבא הותיקה,25.06.2006, ,10622-103-1,קוטג' חד משפחתי,5, ,102,"665,000", 
אור עקיבא,אור עקיבא הותיקה,08.06.2006,בלפור 195,10622-176-25,דירה בבית קומות,3, ,65,"201,000", 
אור עקיבא,אור עקיבא הותיקה,30.05.2006,רוטשילד 5,10639-44-1,קוטג' חד משפחתי,4, ,100,"632,000", 
אור עקיבא,אור עקיבא הותיקה,16.04.2006,,10639-135-1,חנות,0,קרקע,26.86,"165,000", 
אור עקיבא,אור עקיבא הותיקה,09.03.2006,איחוד העם 640,10622-145-17,דירה בבית קומות,3,שניה,70,"164,000", 
אור עקיבא,אור עקיבא הותיקה,01.07.2005,איחוד העם 640,10622-145-9,דירה בבית קומות,3,שניה,51.70,"137,000", 
אור עקיבא,אור עקיבא הותיקה,28.06.2005,הרצל 196,10622-41-39,דירה בבית קומות,3,ראשונה,60,"132,000", 
אור עקיבא,אור עקיבא הותיקה,10.05.2005,הרב מלול יוסף 611,10622-84-1,קוטג' חד משפחתי,5, ,90,"611,798", 
אור עקיבא,אור עקיבא הותיקה,02.02.2005,הרצל 196,10622-41-40,דירה בבית קומות,3,שניה,54,"153,000", 
אור עקיבא,אור עקיבא הותיקה,10.10.2004,הרצל 196,10622-41-41,דירה בבית קומות,3,ראשונה,60,"201,000", 
אור עקיבא,אור עקיבא הותיקה,05.10.2004,,10615-91-1,קוטג' דו משפחתי,2,ראשונה,60,"549,000", 
אור עקיבא,אור עקיבא הותיקה,16.08.2004,בלפור 641,10622-144-6,דירה בבית קומות,3,ראשונה,51.70,"226,000", 
אור עקיבא,אור עקיבא הותיקה,06.07.2004,ביאליק 12,10615-82-1,קוטג' דו משפחתי,3,ראשונה,63,"255,000", 
אור עקיבא,אור עקיבא הותיקה,07.06.2004, ,10622-171-1,בית בודד,3,ראשונה,85,"634,000", 
אור עקיבא,אור עקיבא הותיקה,01.06.2004,הרב קוק 12,10646-47-1,בית בודד,2,ראשונה,50,"432,000", 
אור עקיבא,אור עקיבא הותיקה,30.03.2004,הנשיא וייצמן 203,10622-178-30,דירה בבית קומות,3,שניה,54,"283,000", 
אור עקיבא,אור עקיבא הותיקה,09.12.2003, ,10615-78-1,בית בודד,2,ראשונה,28,"372,000", 
אור עקיבא,אור עקיבא הותיקה,17.09.2003, ,10622-178-0, ,4, ,100,"447,000", 
אור עקיבא,אור עקיבא הותיקה,16.09.2003, ,10615-85-2, ,2,ראשונה,47,"403,000", 
אור עקיבא,אור עקיבא הותיקה,27.08.2003,הרצל 196,10622-41-34,דירה בבית קומות,3,שניה,46.78,"165,000", 
אור עקיבא,אור עקיבא הותיקה,29.06.2003,הרצל 13,10622-163-1, ,2, ,25,"346,000", 
אור עקיבא,אור עקיבא הותיקה,17.03.2003, ,10622-81-0, ,3, ,54,"255,000", 
אור עקיבא,אור עקיבא הותיקה,09.03.2003,הנשיא וייצמן 202,10622-178-16, ,3,ראשונה,51.30,"281,000", 
אור עקיבא,אור עקיבא הותיקה,23.02.2003,הנשיא וייצמן 200,10622-46-0, ,4, ,104,"292,000", 
אור עקיבא,אור עקיבא הותיקה,02.02.2003,איחוד העם 637,10622-151-1, ,5, ,120,"722,000", 
אור עקיבא,אור עקיבא הותיקה,16.01.2003,"רמב""ם 14",10622-61-1, ,2, ,40,"347,000", 
אור עקיבא,אור עקיבא הותיקה,02.01.2003,הרצל 23,10615-75-2, ,2, ,28,"394,000", 
אור עקיבא,אור עקיבא הותיקה,20.10.2002, ,10615-70-1, ,3, ,68,"165,000", 
אור עקיבא,אור עקיבא הותיקה,18.08.2002,,10622-122-1, ,3, ,56,"536,000", 
אור עקיבא,אור עקיבא הותיקה,26.05.2002,,10622-99-1, ,2, ,26,"393,000", 
אור עקיבא,אור עקיבא הותיקה,07.03.2002,בלפור 195,10622-176-10, ,4,ראשונה,70.30,"328,000", 
אור עקיבא,אור עקיבא הותיקה,27.02.2002,הרצל 11,10622-165-1, ,4, ,74,"156,000", 
אור עקיבא,אור עקיבא הותיקה,22.10.2001, ,10622-57-1, ,2, ,26,"425,000", 
אור עקיבא,אור עקיבא הותיקה,05.09.2001,הרב מלול יוסף 613,10622-81-5, ,3,שניה,44.60,"171,000", 
אור עקיבא,אור עקיבא הותיקה,02.08.2001,ז'בוטינסקי 12,10646-41-1, ,4, ,80,"603,000", 
אור עקיבא,אור עקיבא הותיקה,24.07.2001,הרצל 23,10615-75-1, ,2, ,28,"230,000", 
אור עקיבא,אור עקיבא הותיקה,24.07.2001, ,10615-85-1, ,2, ,28,"310,000", 
אור עקיבא,אור עקיבא הותיקה,01.07.2001, ,10646-54-1, ,2, ,30,"478,000", 
אור עקיבא,אור עקיבא הותיקה,19.06.2001,איחוד העם 640,10622-145-15, ,3,שלישית,51.70,"150,000", 
אור עקיבא,אור עקיבא הותיקה,02.04.2001,עשרת הרוגי מלכות 1510,10639-118-1, ,0, ,107,"339,000", 
אור עקיבא,אור עקיבא הותיקה,14.03.2001,הנשיא וייצמן 197,10622-42-7, ,0,ראשונה,51.12,"248,000", 
אור עקיבא,אור עקיבא הותיקה,29.12.2000,הרצל 196,10622-41-42, ,3, ,56,"182,000", 
אור עקיבא,אור עקיבא הותיקה,25.12.2000,בן יהודה 9,10622-104-2, ,5, ,102,"160,000", 
אור עקיבא,אור עקיבא הותיקה,12.12.2000,,10622-122-2, ,3, ,57,"111,000", 
אור עקיבא,אור עקיבא הותיקה,26.11.2000,הרב מלול יוסף 607,10622-92-1, ,4, ,79,"183,000", 
אור עקיבא,אור עקיבא הותיקה,23.11.2000, ,10615-80-1, ,4, ,88,"191,000", 
אור עקיבא,אור עקיבא הותיקה,27.12.1999, ,10615-40-1, ,4, ,100,"645,000", 
אור עקיבא,אור עקיבא הותיקה,07.10.1999,בלפור 641,10622-144-1, ,3,קרקע,31.90,"319,000", 
אור עקיבא,אור עקיבא הותיקה,06.10.1999,הרב מלול יוסף 613,10622-81-13, ,0,שניה,54,"141,000", 
אור עקיבא,אור עקיבא הותיקה,04.03.1999,הנשיא וייצמן 201,10622-178-2, ,4,קרקע,79.20,"440,000", 
אור עקיבא,אור עקיבא הותיקה,08.12.1998,איחוד העם 640,10622-145-18, ,3, ,64,"344,000", 
אור עקיבא,אור עקיבא הותיקה,31.08.1998,ז'בוטינסקי 3,10646-64-1, ,6, ,300,"847,000", 
אור עקיבא,אור עקיבא הותיקה,28.05.1998,הנשיא וייצמן 199,10622-45-0, ,0,שניה,1071,"403,000", 
אור עקיבא,אורות,27.01.2021,המלך דוד 499,10628-25-17,דירה בבית קומות,4,חמישית,77,"1,055,000", 
אור עקיבא,אורות,14.01.2021,הנרקיס 12,12797-73-5,דירה בבית קומות,3,קרקע ראשונה,105.80,"450,000", 
אור עקיבא,אורות,08.01.2021,היסמין 40,12797-50-4,קוטג' דו משפחתי,5,קרקע וראשונה,116.35,"1,750,000",16% ב 1.9 שנים
אור עקיבא,אורות,07.01.2021,הנרקיס 40,12797-68-5,קוטג' דו משפחתי,4,קרקע ראשונה,105.80,"1,725,000", 
אור עקיבא,אורות,24.12.2020,הדפנה 666,12677-68-1,קוטג' חד משפחתי,5,ראשונה,176,"3,000,000", 
אור עקיבא,אורות,18.12.2020,הברוש 530,12797-2-23,דירה בבית קומות,3,קרקע,61.30,"1,200,000", 
אור עקיבא,אורות,17.12.2020,הברוש 488,10629-35-16,דירה בבית קומות,4,ראשונה,77,"920,000", 
אור עקיבא,אורות,14.12.2020,האלון 556,10629-31-5,דירה בבית קומות,3,שניה,68,"860,000", 
אור עקיבא,אורות,14.12.2020,המלך דוד 516,10628-29-8,דירה בבית קומות,4,שישית,112,"1,150,000", 
אור עקיבא,אורות,05.12.2020,המלך דוד 519,10628-26-6,דירה בבית קומות,4,שלישית,107,"1,050,000", 
אור עקיבא,אורות,01.12.2020,האירוס 64,12797-82-1,קוטג' דו משפחתי,5,"קרקע, ראשונה",150.50,"2,100,000", 
אור עקיבא,אורות,25.11.2020,המלך דוד 552,12797-58-26,דירה בבית קומות,5,"שניה, שלישית",115.10,"1,200,000", 
אור עקיבא,אורות,08.11.2020,הברוש 482,10629-34-11,דירה בבית קומות,4,שלישית,77,"880,000", 
אור עקיבא,אורות,02.11.2020,האירוס 28,12797-86-3,דירה בבית קומות,5,קרקע וראשונה,121.35,"1,450,000", 
אור עקיבא,אורות,27.10.2020,המלך דוד 503,10628-27-22,דירה בבית קומות,4,שלישית,77,"970,000", 
אור עקיבא,אורות,15.10.2020,הנרקיס 40,12797-68-4,קוטג' דו משפחתי,5,קרקע ראשונה,105.80,"1,650,000", 
אור עקיבא,אורות,12.10.2020,האירוס 17,12797-88-2,קוטג' דו משפחתי,5,קרקע וראשונה,115.30,"1,600,000", 
אור עקיבא,אורות,24.09.2020,המלך דוד 522,10628-40-6,דירה בבית קומות,4,רביעית,95,"960,000", 
אור עקיבא,אורות,22.09.2020,הלילך 13,12797-34-2,קוטג' דו משפחתי,5,קרקע וראשונה,116.35,"1,800,000",33% ב 2.8 שנים
אור עקיבא,אורות,18.09.2020,המלך דוד 508,10628-46-3,דירה בבית קומות,2,רביעית,50,"600,000", 
אור עקיבא,אורות,16.09.2020,הברוש 534,12797-2-48,דירה בבית קומות,4,ראשונה,61.30,"955,000", 
אור עקיבא,אורות,16.09.2020,המלך דוד 546,12797-49-38,דירה בבית קומות,4,קרקע,79.65,"1,300,000", 
אור עקיבא,אורות,10.09.2020,היסמין 31,12797-57-3,דירה בבית קומות,4,קרקע וראשונה,115.30,"1,600,000", 
אור עקיבא,אורות,06.09.2020,המלך דוד 560,10628-45-26,דירה בבית קומות,3,שניה,70,"840,000", 
אור עקיבא,אורות,04.09.2020,השקד 712,12677-114-1,קוטג' חד משפחתי,6,שניה,170,"2,400,000", 
אור עקיבא,אורות,21.08.2020,התמר 538,12797-48-26,דירה בבית קומות,5.5,"שניה, שלישית",115.10,"1,150,000", 
אור עקיבא,אורות,06.08.2020,הכלנית 747,12677-150-1,דירה בבית קומות,8, ,250,"2,250,000", 
אור עקיבא,אורות,05.07.2020,המלך דוד 498,10628-24-2,דירה בבית קומות,3.5,קרקע,71,"1,275,000", 
אור עקיבא,אורות,01.07.2020,המלך דוד 504,10628-27-28,דירה בבית קומות,3.5,ראשונה,80,"935,000", 
אור עקיבא,אורות,19.06.2020,הברוש 492,10629-36-20,דירה בבית קומות,3,שניה,55.50,"775,000", 
אור עקיבא,אורות,07.06.2020,המלך דוד 501,10628-25-40,דירה בבית קומות,4,ראשונה,68,"930,000", 
אור עקיבא,אורות,21.05.2020,הסביונים 622,12677-24-1,דירה בבית קומות,5, ,166,"2,200,000", 
אור עקיבא,אורות,06.05.2020,המלך דוד 519,10628-26-7,דירה בבית קומות,4,רביעית,112,"1,200,000", 
אור עקיבא,אורות,26.04.2020,האירוס 19,12797-88-4,דירה בבית קומות,5,קרקע וראשונה,115.30,"1,450,000", 
אור עקיבא,אורות,16.03.2020,התמר 536,12797-48-4,דירה בבית קומות,3.5,ראשונה,67.42,"850,000", 
אור עקיבא,אורות,15.03.2020,הברוש 492,10629-36-16,דירה בבית קומות,4,ראשונה,77,"900,000", 
אור עקיבא,אורות,13.03.2020,הברוש 534,12797-2-51,דירה בבית קומות,3,ראשונה,61,"830,000", 
אור עקיבא,אורות,25.02.2020,המלך דוד 516,10628-29-7,דירה בבית קומות,4,חמישית,120,"950,000", 
אור עקיבא,אורות,22.01.2020,המלך דוד 525,10628-41-5,דירה בבית קומות,4,שלישית,98,"908,000", 
אור עקיבא,אורות,16.01.2020,האלה 612,12677-15-1,דירה בבית קומות,5, ,205,"1,800,000", 
אור עקיבא,אורות,15.01.2020,המלך דוד 519,10628-26-5,דירה בבית קומות,4,שלישית,105,"1,100,000", 
אור עקיבא,אורות,05.01.2020,האלון 20,12797-11-2,דירה בבית קומות,5,קרקע וראשונה,126.30,"1,450,000", 
אור עקיבא,אורות,02.01.2020,האירוס 72,12797-83-1,בית בודד,5,"קרקע, ראשונה",157.60,"1,519,000", 
אור עקיבא,אורות,23.12.2019,האלון 44,12797-6-2,קוטג' דו משפחתי,4,קרקע וראשונה,120.85,"1,400,000", 
אור עקיבא,אורות,16.12.2019,המלך דוד 493,10628-23-5,דירה,5, ,135,"2,010,000",
אור עקיבא,אורות,15.12.2019,הרותם 661,12677-63-1,קוטג' חד משפחתי,6, ,143,"2,400,000", 
אור עקיבא,אורות,08.12.2019,המלך דוד 516,10628-29-9,דירה בבית קומות,4,רביעית,120,"1,083,000", 
אור עקיבא,אורות,27.11.2019,הנשיא וייצמן 470,10629-31-12,דירה בבית קומות,4,שניה,68,"785,000", 
אור עקיבא,אורות,17.11.2019,הברוש 490,10629-36-26,דירה בבית קומות,4,ראשונה,68,"850,000", 
אור עקיבא,אורות,17.11.2019,היסמין 46,12797-49-4,דירה בבית קומות,3.5,ראשונה,67.60,"866,000", 
אור עקיבא,אורות,10.11.2019,הברוש 489,10629-35-8,דירה בבית קומות,4,שניה,77,"940,000", 
אור עקיבא,אורות,08.11.2019,הנשיא וייצמן 471,10629-31-21,דירה בבית קומות,4,שלישית,68,"830,000", 
אור עקיבא,אורות,03.11.2019,הנרקיס 22,12797-71-5,דירה בבית קומות,5,קרקע ראשונה,105.80,"920,000",41% ב 1.3 שנים
אור עקיבא,אורות,24.10.2019,הנשיא וייצמן 474,10629-31-44,דירה בבית קומות,3,שניה,51.50,"720,000", 
אור עקיבא,אורות,13.09.2019,הנרקיס 7,12797-62-3,דירה בבית קומות,5,קרקע ראשונה,105.80,"1,800,000", 
אור עקיבא,אורות,27.08.2019,הברוש 487,10629-35-31,דירה בבית קומות,3,שניה,55.50,"770,000", 
אור עקיבא,אורות,23.08.2019,המלך דוד 552,12797-58-22,דירה בבית קומות,4,ראשונה,81,"1,000,000", 
אור עקיבא,אורות,20.08.2019,הברוש 489,10629-35-1,דירה בבית קומות,3,קרקע,68,"1,200,000", 
אור עקיבא,אורות,15.08.2019,הלילך 7,12797-36-4,דירה בבית קומות,3,קרקע וראשונה,105.80,"1,500,000", 
אור עקיבא,אורות,29.07.2019,המלך דוד 512,10628-44-29,דירה בבית קומות,4,ראשונה,71.50,"1,000,000", 
אור עקיבא,אורות,25.07.2019,המלך דוד 560,10628-45-27,דירה בבית קומות,4,ראשונה,96,"1,100,000", 
אור עקיבא,אורות,01.07.2019,הברוש 532,12797-2-58,דירה בבית קומות,3,קרקע,61,"1,000,000", 
אור עקיבא,אורות,30.06.2019,המלך דוד 525,10628-41-6,דירה בבית קומות,3,רביעית,70,"900,000", 
אור עקיבא,אורות,20.06.2019,המלך דוד 511,10628-44-10,דירה בבית קומות,4,שלישית,68,"750,000", 
אור עקיבא,אורות,31.05.2019,המלך דוד 505,10628-28-2,דירה בבית קומות,4,שניה,85,"910,000", 
אור עקיבא,אורות,31.05.2019,הברוש 529,12797-2-22,דירה בבית קומות,3,שניה,61,"930,000", 
אור עקיבא,אורות,03.05.2019,המלך דוד 522,10628-40-5,דירה בבית קומות,4,חמישית,90,"1,050,000", 
אור עקיבא,אורות,28.04.2019,האירוס 71,12797-83-3,דירה בבית קומות,5,"קרקע, ראשונה",121.30,"1,700,000", 
אור עקיבא,אורות,25.04.2019,המלך דוד 516,10628-29-5,דירה בבית קומות,4,שישית,120,"1,100,000", 
אור עקיבא,אורות,15.04.2019,המרגלית 648,12677-50-3,קוטג' חד משפחתי,6, ,155,"2,200,000", 
